rva	name	size
1880b	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@VPoint@Foundation@Windows@@$00@2@WBA@$AAGJPAPAUHSTRING__@@@Z	10
18815	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@VDateTime@Foundation@Windows@@$00@2@W3$AAGJAAVGuid@2@PAPAX@Z	10
1881f	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@P$AAVString@Platform@@$00@2@WBA@$AAGJAAVGuid@2@PAPAX@Z	10
18829	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@N$00@2@W7$AAGJPAKPAPAVGuid@2@@Z	10
18833	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@_J$00@2@WM@$AAGJAAVGuid@2@PAPAX@Z	10
1883d	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@I$00@2@WM@$AAGJAAVGuid@2@PAPAX@Z	10
18847	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@VPoint@Foundation@Windows@@$00@2@WEA@$AAGJPAPAUHSTRING__@@@Z	10
18851	?__abi_QueryInterface@?QObject@Platform@@?$Array@VPoint@Foundation@Windows@@$00@2@WBE@$AAGJAAVGuid@2@PAPAX@Z	10
1885b	?__abi_QueryInterface@?QObject@Platform@@?$Array@VTimeSpan@Foundation@Windows@@$00@2@WBI@$AAGJAAVGuid@2@PAPAX@Z	10
18865	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@VDateTime@Foundation@Windows@@$00@2@WBA@$AAGJPAPAUHSTRING__@@@Z	10
1886f	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@P$AAVString@Platform@@$00@2@W3$AAGJPAPAUHSTRING__@@@Z	10
18879	?__abi_GetIids@?QObject@Platform@@?$Array@_W$00@2@WM@$AAGJPAKPAPAVGuid@2@@Z	10
18883	?__abi_QueryInterface@?QObject@Platform@@?$Array@M$00@2@WM@$AAGJAAVGuid@2@PAPAX@Z	10
1888d	?__abi_GetIids@?QObject@Platform@@?$Array@_K$00@2@WBI@$AAGJPAKPAPAVGuid@2@@Z	10
18897	?__abi_QueryInterface@?QObject@Platform@@?$Array@_K$00@2@W3$AAGJAAVGuid@2@PAPAX@Z	10
188a1	?__abi_QueryInterface@?QObject@Platform@@?$Array@_J$00@2@WBI@$AAGJAAVGuid@2@PAPAX@Z	10
188ab	?__abi_GetIids@?QObject@Platform@@?$Array@H$00@2@WBE@$AAGJPAKPAPAVGuid@2@@Z	10
188b5	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@G$00@2@W3$AAGJPAPAUHSTRING__@@@Z	10
188bf	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@F$00@2@W7$AAGJPAPAUHSTRING__@@@Z	10
188c9	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@_W$00@2@WBA@$AAGJPAKPAPAVGuid@2@@Z	10
188d3	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@M$00@2@WBA@$AAGJPAPAUHSTRING__@@@Z	10
188dd	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@H$00@2@WBA@$AAGJPAKPAPAVGuid@2@@Z	10
188e7	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@VSize@Foundation@Windows@@$00@2@WM@$AAGJPAPAUHSTRING__@@@Z	10
188f1	?__abi_GetIids@?QObject@Platform@@?$Array@VDateTime@Foundation@Windows@@$00@2@WBA@$AAGJPAKPAPAVGuid@2@@Z	10
188fb	?<Dispose>@?QIDisposable@Platform@@?$Array@P$AAVObject@Platform@@$00@2@WBE@$AAAXXZ	10
18905	?__abi_GetIids@?QObject@Platform@@?$Array@P$AAVString@Platform@@$00@2@W7$AAGJPAKPAPAVGuid@2@@Z	10
1890f	?__abi_QueryInterface@?QObject@Platform@@?$Array@_W$00@2@WBI@$AAGJAAVGuid@2@PAPAX@Z	10
18919	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@N$00@2@W7$AAGJPAPAUHSTRING__@@@Z	10
18923	?__abi_QueryInterface@?QObject@Platform@@?$Array@H$00@2@WCA@$AAGJAAVGuid@2@PAPAX@Z	10
1892d	?__abi_GetIids@?QObject@Platform@@?$Array@G$00@2@W7$AAGJPAKPAPAVGuid@2@@Z	10
18937	?__abi_GetIids@?QObject@Platform@@?$Array@F$00@2@WM@$AAGJPAKPAPAVGuid@2@@Z	10
18941	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@VTimeSpan@Foundation@Windows@@$00@2@WBA@$AAGJPAKPAPAVGuid@2@@Z	10
1894b	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@VGuid@Platform@@$00@2@WBA@$AAGJPAKPAPAVGuid@2@@Z	10
18955	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@P$AAVString@Platform@@$00@2@W3$AAGJPAPAUHSTRING__@@@Z	10
1895f	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@_K$00@2@W7$AAGJAAVGuid@2@PAPAX@Z	10
18969	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@F$00@2@WBA@$AAGJPAKPAPAVGuid@2@@Z	10
18973	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@VRect@Foundation@Windows@@$00@2@WBI@$AAGJPAPAUHSTRING__@@@Z	10
1897d	?__abi_GetIids@?QObject@Platform@@?$Array@VSize@Foundation@Windows@@$00@2@WBA@$AAGJPAKPAPAVGuid@2@@Z	10
18987	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@VPoint@Foundation@Windows@@$00@2@W3$AAGJPAPAUHSTRING__@@@Z	10
18991	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@VTimeSpan@Foundation@Windows@@$00@2@WM@$AAGJPAPAUHSTRING__@@@Z	10
1899b	?__abi_QueryInterface@?QObject@Platform@@?$Array@VDateTime@Foundation@Windows@@$00@2@WCA@$AAGJAAVGuid@2@PAPAX@Z	10
189a5	?__abi_GetIids@?QObject@Platform@@?$Array@VGuid@Platform@@$00@2@WCA@$AAGJPAKPAPAVGuid@2@@Z	10
189af	?__abi_QueryInterface@?QObject@Platform@@?$Array@VGuid@Platform@@$00@2@WM@$AAGJAAVGuid@2@PAPAX@Z	10
189b9	?__abi_QueryInterface@?QObject@Platform@@?$Array@P$AAVString@Platform@@$00@2@WBE@$AAGJAAVGuid@2@PAPAX@Z	10
189c3	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@_N$00@2@WBI@$AAGJPAPAUHSTRING__@@@Z	10
189cd	?__abi_GetIids@?QObject@Platform@@?$Array@N$00@2@WM@$AAGJPAKPAPAVGuid@2@@Z	10
189d7	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@_J$00@2@WM@$AAGJPAPAUHSTRING__@@@Z	10
189e1	?__abi_QueryInterface@?QObject@Platform@@?$Array@H$00@2@WEA@$AAGJAAVGuid@2@PAPAX@Z	10
189eb	?__abi_QueryInterface@?QObject@Platform@@?$Array@G$00@2@WBI@$AAGJAAVGuid@2@PAPAX@Z	10
189f5	?__abi_QueryInterface@?QObject@Platform@@?$Array@F$00@2@WBI@$AAGJAAVGuid@2@PAPAX@Z	10
189ff	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@VRect@Foundation@Windows@@$00@2@WBA@$AAGJPAKPAPAVGuid@2@@Z	10
18a09	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@VSize@Foundation@Windows@@$00@2@WM@$AAGJAAVGuid@2@PAPAX@Z	10
18a13	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@P$AAVObject@Platform@@$00@2@WM@$AAGJAAVGuid@2@PAPAX@Z	10
18a1d	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@P$AAVString@Platform@@$00@2@W3$AAGJPAKPAPAVGuid@2@@Z	10
18a27	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@N$00@2@W7$AAGJPAPAUHSTRING__@@@Z	10
18a31	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@_J$00@2@W3$AAGJPAKPAPAVGuid@2@@Z	10
18a3b	?__abi_QueryInterface@?QObject@Platform@@?$Array@VRect@Foundation@Windows@@$00@2@W7$AAGJAAVGuid@2@PAPAX@Z	10
18a45	?__abi_QueryInterface@?QObject@Platform@@?$Array@VSize@Foundation@Windows@@$00@2@WBM@$AAGJAAVGuid@2@PAPAX@Z	10
18a4f	?__abi_GetIids@?QObject@Platform@@?$Array@VPoint@Foundation@Windows@@$00@2@W7$AAGJPAKPAPAVGuid@2@@Z	10
18a59	?__abi_GetIids@?QObject@Platform@@?$Array@VTimeSpan@Foundation@Windows@@$00@2@WBA@$AAGJPAKPAPAVGuid@2@@Z	10
18a63	?__abi_QueryInterface@?QObject@Platform@@?$Array@VDateTime@Foundation@Windows@@$00@2@WEA@$AAGJAAVGuid@2@PAPAX@Z	10
18a6d	?__abi_GetIids@?QObject@Platform@@?$Array@VGuid@Platform@@$00@2@WEA@$AAGJPAKPAPAVGuid@2@@Z	10
18a77	?__abi_QueryInterface@?QObject@Platform@@?$Array@P$AAVObject@Platform@@$00@2@WM@$AAGJAAVGuid@2@PAPAX@Z	10
18a81	?__abi_QueryInterface@?QObject@Platform@@?$Array@_N$00@2@WM@$AAGJAAVGuid@2@PAPAX@Z	10
18a8b	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@_W$00@2@WM@$AAGJPAPAUHSTRING__@@@Z	10
18a95	?__abi_QueryInterface@?QObject@Platform@@?$Array@N$00@2@WBI@$AAGJAAVGuid@2@PAPAX@Z	10
18a9f	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@_K$00@2@WBI@$AAGJPAPAUHSTRING__@@@Z	10
18aa9	?__abi_GetIids@?QObject@Platform@@?$Array@_J$00@2@WBA@$AAGJPAKPAPAVGuid@2@@Z	10
18ab3	?__abi_GetIids@?QObject@Platform@@?$Array@I$00@2@WCA@$AAGJPAKPAPAVGuid@2@@Z	10
18abd	?__abi_QueryInterface@?QObject@Platform@@?$Array@I$00@2@WM@$AAGJAAVGuid@2@PAPAX@Z	10
18ac7	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@H$00@2@WBE@$AAGJPAPAUHSTRING__@@@Z	10
18ad1	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@VDateTime@Foundation@Windows@@$00@2@W7$AAGJAAVGuid@2@PAPAX@Z	10
18adb	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@_N$00@2@WBA@$AAGJPAKPAPAVGuid@2@@Z	10
18ae5	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@_W$00@2@WBA@$AAGJPAPAUHSTRING__@@@Z	10
18aef	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@_J$00@2@WBA@$AAGJAAVGuid@2@PAPAX@Z	10
18af9	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@I$00@2@WBA@$AAGJAAVGuid@2@PAPAX@Z	10
18b03	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@H$00@2@WBA@$AAGJPAPAUHSTRING__@@@Z	10
18b0d	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@G$00@2@WBA@$AAGJPAKPAPAVGuid@2@@Z	10
18b17	?__abi_QueryInterface@?QObject@Platform@@?$Array@VSize@Foundation@Windows@@$00@2@WDM@$AAGJAAVGuid@2@PAPAX@Z	10
18b21	?__abi_QueryInterface@?QObject@Platform@@?$Array@VPoint@Foundation@Windows@@$00@2@WBI@$AAGJAAVGuid@2@PAPAX@Z	10
18b2b	?__abi_QueryInterface@?QObject@Platform@@?$Array@VTimeSpan@Foundation@Windows@@$00@2@WBM@$AAGJAAVGuid@2@PAPAX@Z	10
18b35	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@VDateTime@Foundation@Windows@@$00@2@WBE@$AAGJPAPAUHSTRING__@@@Z	10
18b3f	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@P$AAVString@Platform@@$00@2@W7$AAGJPAPAUHSTRING__@@@Z	10
18b49	?__abi_GetIids@?QObject@Platform@@?$Array@_W$00@2@WBA@$AAGJPAKPAPAVGuid@2@@Z	10
18b53	?__abi_GetIids@?QObject@Platform@@?$Array@M$00@2@WCA@$AAGJPAKPAPAVGuid@2@@Z	10
18b5d	?__abi_QueryInterface@?QObject@Platform@@?$Array@M$00@2@WBA@$AAGJAAVGuid@2@PAPAX@Z	10
18b67	?__abi_QueryInterface@?QObject@Platform@@?$Array@_K$00@2@W7$AAGJAAVGuid@2@PAPAX@Z	10
18b71	?__abi_QueryInterface@?QObject@Platform@@?$Array@_J$00@2@WBM@$AAGJAAVGuid@2@PAPAX@Z	10
18b7b	?__abi_GetIids@?QObject@Platform@@?$Array@I$00@2@WEA@$AAGJPAKPAPAVGuid@2@@Z	10
18b85	?__abi_GetIids@?QObject@Platform@@?$Array@H$00@2@WBI@$AAGJPAKPAPAVGuid@2@@Z	10
18b8f	?__abi_QueryInterface@?QObject@Platform@@?$Array@H$00@2@W3$AAGJAAVGuid@2@PAPAX@Z	10
18b99	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@G$00@2@W7$AAGJPAPAUHSTRING__@@@Z	10
18ba3	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@F$00@2@WM@$AAGJPAPAUHSTRING__@@@Z	10
18bad	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@VPoint@Foundation@Windows@@$00@2@W3$AAGJAAVGuid@2@PAPAX@Z	10
18bb7	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@VTimeSpan@Foundation@Windows@@$00@2@WBA@$AAGJPAPAUHSTRING__@@@Z	10
18bc1	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@VGuid@Platform@@$00@2@WBA@$AAGJPAPAUHSTRING__@@@Z	10
18bcb	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@F$00@2@WBA@$AAGJPAPAUHSTRING__@@@Z	10
18bd5	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@VSize@Foundation@Windows@@$00@2@WBA@$AAGJPAPAUHSTRING__@@@Z	10
18bdf	?__abi_QueryInterface@?QObject@Platform@@?$Array@VTimeSpan@Foundation@Windows@@$00@2@WDM@$AAGJAAVGuid@2@PAPAX@Z	10
18be9	?__abi_GetIids@?QObject@Platform@@?$Array@VDateTime@Foundation@Windows@@$00@2@WBE@$AAGJPAKPAPAVGuid@2@@Z	10
18bf3	?__abi_QueryInterface@?QObject@Platform@@?$Array@VDateTime@Foundation@Windows@@$00@2@W3$AAGJAAVGuid@2@PAPAX@Z	10
18bfd	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@VGuid@Platform@@$00@2@WCA@$AAGJPAPAUHSTRING__@@@Z	10
18c07	?__abi_GetIids@?QObject@Platform@@?$Array@VGuid@Platform@@$00@2@W3$AAGJPAKPAPAVGuid@2@@Z	10
18c11	?__abi_GetIids@?QObject@Platform@@?$Array@P$AAVString@Platform@@$00@2@WM@$AAGJPAKPAPAVGuid@2@@Z	10
18c1b	?__abi_QueryInterface@?QObject@Platform@@?$Array@_W$00@2@WBM@$AAGJAAVGuid@2@PAPAX@Z	10
18c25	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@N$00@2@WM@$AAGJPAPAUHSTRING__@@@Z	10
18c2f	?__abi_GetIids@?QObject@Platform@@?$Array@M$00@2@WEA@$AAGJPAKPAPAVGuid@2@@Z	10
18c39	?__abi_QueryInterface@?QObject@Platform@@?$Array@_J$00@2@WDM@$AAGJAAVGuid@2@PAPAX@Z	10
18c43	?__abi_GetIids@?QObject@Platform@@?$Array@G$00@2@WM@$AAGJPAKPAPAVGuid@2@@Z	10
18c4d	?__abi_GetIids@?QObject@Platform@@?$Array@F$00@2@WBA@$AAGJPAKPAPAVGuid@2@@Z	10
18c57	WriteLine	30
18c75	WriteLine	70
18cbb	WriteLine	13
18cc8	ToString	44
18cf4	Delegate	14
18d02	Equals	16
18d12	??0FtmBase@WRL@Microsoft@@QAE@XZ	101
18d77	?GetUnmarshalClass@FtmBase@WRL@Microsoft@@UAGJABU_GUID@@PAXK1KPAU4@@Z	48
18da7	?GetMarshalSizeMax@FtmBase@WRL@Microsoft@@UAGJABU_GUID@@PAXK1KPAK@Z	48
18dd7	?MarshalInterface@FtmBase@WRL@Microsoft@@UAGJPAUIStream@@ABU_GUID@@PAXK2K@Z	48
18e07	?UnmarshalInterface@FtmBase@WRL@Microsoft@@UAGJPAUIStream@@ABU_GUID@@PAPAX@Z	39
18e2e	?ReleaseMarshalData@FtmBase@WRL@Microsoft@@UAGJPAUIStream@@@Z	33
18e4f	?DisconnectObject@FtmBase@WRL@Microsoft@@UAGJK@Z	33
18e70	?Resolve@WeakReference@Details@WRL@Microsoft@@UAGJABU_GUID@@PAPAUIInspectable@@@Z	75
18ebb	??_EWeakReference@Details@WRL@Microsoft@@UAEPAXI@Z	40
18ee3	?LockExclusive@SRWLock@Wrappers@WRL@Microsoft@@SA?AV?$SyncLockT@USRWLockExclusiveTraits@HandleTraits@Wrappers@WRL@Microsoft@@@Details@234@PAU_RTL_SRWLOCK@@@Z	20
18ef7	?LockShared@SRWLock@Wrappers@WRL@Microsoft@@SA?AV?$SyncLockT@USRWLockSharedTraits@HandleTraits@Wrappers@WRL@Microsoft@@@Details@234@PAU_RTL_SRWLOCK@@@Z	20
18f0b	_Decref	44
18f37	?__abi_DecrementObjectCount@InternalModule@Details@Platform@@UAGKXZ	5
18f3c	??_E?$_Ref_count_obj@V?$Agile@VObject@Platform@@$00@Platform@@@std@@UAEPAXI@Z	33
18f5d	?GetIids@EventTargetArray@Details@Platform@@UAGJPAKPAPAU_GUID@@@Z	9
18f66	?QueryInterface@EventTargetArray@Details@Platform@@UAGJABU_GUID@@PAPAX@Z	9
18f6f	?Release@EventTargetArray@Details@Platform@@UAGKXZ	9
18f78	?AddRef@EventTargetArray@Details@Platform@@UAGKXZ	26
18f92	??0EventTargetArray@Details@Platform@@QAE@XZ	93
18fef	?RuntimeClassInitialize@EventTargetArray@Details@Platform@@QAEJI@Z	110
1905d	?AddTail@EventTargetArray@Details@Platform@@QAE_JPAV?$shared_ptr@V?$Agile@VObject@Platform@@$00@Platform@@@std@@@Z	70
190a3	??_EEventTargetArray@Details@Platform@@UAEPAXI@Z	96
19103	EventSourceInitialize	13
19110	EventSourceUninitialize	27
1912b	EventSourceGetTargetArray	65
1916c	EventSourceGetTargetArraySize	19
1917f	EventSourceGetTargetArrayEvent	72
191c7	EventSourceAdd	383
19347	Catch@10019347	57
19386	EventSourceRemove	351
194e5	?__abi_GetRuntimeClassName@OutOfMemoryException@Platform@@U$AAGJPAPAUHSTRING__@@@Z	23
194fc	?QueryInterface@?$RuntimeClass@U?$InterfaceList@UIWeakReference@@VNil@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$01@34@$00$0A@$00@Details@WRL@Microsoft@@UAGJABU_GUID@@PAPAX@Z	87
19553	?AddRef@?$RuntimeClass@U?$InterfaceList@UIWeakReference@@VNil@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$01@34@$00$0A@$00@Details@WRL@Microsoft@@UAGKXZ	23
1956a	?Release@?$RuntimeClass@U?$InterfaceList@UIWeakReference@@VNil@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$01@34@$00$0A@$00@Details@WRL@Microsoft@@UAGKXZ	54
195a0	??1?$SyncLockT@USRWLockExclusiveTraits@HandleTraits@Wrappers@WRL@Microsoft@@@Details@Wrappers@WRL@Microsoft@@QAE@XZ	21
195b5	??1?$SyncLockT@USRWLockSharedTraits@HandleTraits@Wrappers@WRL@Microsoft@@@Details@Wrappers@WRL@Microsoft@@QAE@XZ	21
195ca	?QueryInterface@?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$00@34@$00$00$0A@@Details@WRL@Microsoft@@UAGJABU_GUID@@PAPAX@Z	107
19635	?Release@?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$00@34@$00$00$0A@@Details@WRL@Microsoft@@UAGKXZ	57
1966e	?GetIids@?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$00@34@$00$00$0A@@Details@WRL@Microsoft@@UAGJPAKPAPAU_GUID@@@Z	83
196c1	?GetRuntimeClassName@?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$04@34@$0A@$00$0A@@Details@WRL@Microsoft@@UAGJPAPAUHSTRING__@@@Z	18
196d3	?GetWeakReference@?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$00@34@$00$00$0A@@Details@WRL@Microsoft@@UAGJPAPAUIWeakReference@@@Z	26
196ed	??1?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$00@34@$00$00$0A@@Details@WRL@Microsoft@@UAE@XZ	35
1971a	??1?$shared_ptr@V?$Agile@VObject@Platform@@$00@Platform@@@std@@QAE@XZ	12
19726	?Get@?$Agile@VObject@Platform@@$00@Platform@@QBEP$AAVObject@2@XZ	314
19860	??_G?$RuntimeClass@U?$RuntimeClassFlags@$01@WRL@Microsoft@@UIWeakReference@@VNil@Details@23@V5623@V5623@V5623@V5623@V5623@V5623@V5623@@WRL@Microsoft@@UAEPAXI@Z	34
19882	??_G?$RuntimeClass@UIInspectable@@VNil@Details@WRL@Microsoft@@V2345@V2345@V2345@V2345@V2345@V2345@V2345@V2345@@WRL@Microsoft@@UAEPAXI@Z	32
198a2	??$make_shared@V?$Agile@VObject@Platform@@$00@Platform@@AAP$AAVDelegate@2@@std@@YA?AV?$shared_ptr@V?$Agile@VObject@Platform@@$00@Platform@@@0@AAP$AAVDelegate@Platform@@@Z	103
19909	??$MakeAndInitialize@VEventTargetArray@Details@Platform@@V123@I@Details@WRL@Microsoft@@YAJPAPAVEventTargetArray@0Platform@@$$QAI@Z	144
19999	?CanCastTo@?$ImplementsHelper@U?$RuntimeClassFlags@$00@WRL@Microsoft@@U?$InterfaceList@UIInspectable@@U?$InterfaceList@UIWeakReferenceSource@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@@Details@23@$0A@$0A@@Details@WRL@Microsoft@@IAEJABU_GUID@@PAPAXPA_N@Z	95
199f8	?_Destroy@?$_Ref_count_obj@V?$Agile@VObject@Platform@@$00@Platform@@@std@@EAEXXZ	42
19a22	?_Delete_this@?$_Ref_count_obj@V?$Agile@VObject@Platform@@$00@Platform@@@std@@EAEXXZ	12
19a2e	?Allocate@?$MakeAllocator@VEventTargetArray@Details@Platform@@$00@Details@WRL@Microsoft@@QAEPAXXZ	114
19aa0	?Release@?$Agile@VObject@Platform@@$00@Platform@@QAEXXZ	98
19b03	?CanCastTo@?$Implements@U?$RuntimeClassFlags@$02@WRL@Microsoft@@U?$CloakedIid@UIMarshal@@@23@U?$CloakedIid@UIAgileObject@@@23@VNil@Details@23@V6723@V6723@V6723@V6723@V6723@V6723@@WRL@Microsoft@@IAEJABU_GUID@@PAPAX@Z	86
19b59	?SetObject@?$Agile@VObject@Platform@@$00@Platform@@AAEXP$AAVObject@2@@Z	149
19bee	?Release@EventTargetArray@Details@Platform@@WM@AGKXZ	10
19bf8	?AddRef@?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$00@34@$00$00$0A@@Details@WRL@Microsoft@@W3AGKXZ	10
19c02	?Release@?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$00@34@$00$00$0A@@Details@WRL@Microsoft@@W7AGKXZ	10
19c0c	?AddRef@EventTargetArray@Details@Platform@@W7AGKXZ	10
19c16	?Release@?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$00@34@$00$00$0A@@Details@WRL@Microsoft@@WM@AGKXZ	10
19c20	?QueryInterface@EventTargetArray@Details@Platform@@W3AGJABU_GUID@@PAPAX@Z	10
19c2a	?AddRef@EventTargetArray@Details@Platform@@WM@AGKXZ	10
19c34	?QueryInterface@EventTargetArray@Details@Platform@@W7AGJABU_GUID@@PAPAX@Z	10
19c3e	?QueryInterface@?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$00@34@$00$00$0A@@Details@WRL@Microsoft@@W3AGJABU_GUID@@PAPAX@Z	10
19c48	?QueryInterface@EventTargetArray@Details@Platform@@WM@AGJABU_GUID@@PAPAX@Z	10
19c52	?QueryInterface@?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$00@34@$00$00$0A@@Details@WRL@Microsoft@@W7AGJABU_GUID@@PAPAX@Z	10
19c5c	?QueryInterface@?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$00@34@$00$00$0A@@Details@WRL@Microsoft@@WM@AGJABU_GUID@@PAPAX@Z	10
19c66	?Release@EventTargetArray@Details@Platform@@W3AGKXZ	10
19c70	?Release@EventTargetArray@Details@Platform@@W7AGKXZ	10
19c7a	?Release@?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$00@34@$00$00$0A@@Details@WRL@Microsoft@@W3AGKXZ	10
19c84	?SetCppExceptionInformation@Platform@@YAXPAX0P$AAVString@1@@Z	112
19cf4	ReCreateFromException	74
19d3e	?SetErrorInformation@Details@Platform@@YAXPAXPAUIRestrictedErrorInfo@@H@Z	123
19db9	Exception	188
19e75	Exception	187
19f30	<Dispose>	61
19f6d	ToString	39
19f94	Equals	133
1a019	GetHashCode	11
1a024	get	138
1a0ae	COMException	60
1a0ea	COMException	64
